adr_id,reviewer_id,C1,C2,C3,C4,C5,C6,C7,Q1,Q2,Q3,Q4,Q5,Q6,Q7,sc_score,dq_score,sc_class,dq_class,overall,notes
alphagov_content-publisher_0011-moving-business-logic-out-of-controllers,,,,,,,,,,,,,,,,,,,,,
alphagov_content-publisher_0012-file-attachment-rendering,,,,,,,,,,,,,,,,,,,,,
alphagov_content-publisher_0013-permitted-deletion,,,,,,,,,,,,,,,,,,,,,
alphagov_content-publisher_0014-political-and-government-tagging,,,,,,,,,,,,,,,,,,,,,
alphagov_content-publisher_0015-bulk-data-loading,,,,,,,,,,,,,,,,,,,,,
alphagov_content-publisher_0016-publishing-times-and-change-history,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0001-record-architecture-decisions,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0002-hosting-platforms,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0003-aws-networking-outline,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0004-dns-definitions-for-hosts-and-services,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0005-terraform-module-location,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0007-puppet-cert-management,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0009-environment-bootstrapping-process,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0010-terraform-directory-structure,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0012-security-groups-in-terraform,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0015-dns-infrastructure,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0016-internal-dns-zones,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0017-terraform-data-structure,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0020-merge-api-postgresql-instance-into-main-postgresql-instance,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0022-remove-the-elasticsearch-proxy,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0024-ami-lookups,,,,,,,,,,,,,,,,,,,,,
alphagov_govuk-aws_0030-change-in-architecture-to-asset-master,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0001-record-architecture-decisions,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0002-implement-standalone-python-command,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0003-bootstrapping-virtual-environment,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0005-preventing-using-contributed-code-when-building-images,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0006-using-root-user-and-fixing-ownership-for-ci-container,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0007-using-database-volumes-for-backends,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0008-fixing-group-permissions-before-build,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0009-exclude-all-files-from-dockerignore-by-default,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0010-use-pipx-to-install-breeze,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0011-unified-communication-with-the-users,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0012-asking-user-for-confirmation,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0013-get-rid-of-submodules,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0014-fix-root-ownership-after-exiting-docker-command,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0015-handling-rootless-docker,,,,,,,,,,,,,,,,,,,,,
apache_airflow_0016-use-uv-tool-to-install-breeze,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_001-proposal-template,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_002-ui-extensions,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_003-applications-outside-argocd-namespace,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_004-scalability-benchmarking,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_2_3-2_4,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_2_4-2_5,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_2_5-2_6,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_app-sync-using-impersonation,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_applicationset-plugin-generator,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_argocd-cli-pluin,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_backend-support-appset,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_decouple-application-sync-user-using-impersonation,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_deep-links,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_index,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_parameterized-config-management-plugins,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_project-repos-and-clusters,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_proxy-extensions,,,,,,,,,,,,,,,,,,,,,
argoproj_argo-cd_sync-timeout,,,,,,,,,,,,,,,,,,,,,
aws_aws-cdk_acknowledge-warnings,,,,,,,,,,,,,,,,,,,,,
aws_aws-cdk_aurora-serverless-v2,,,,,,,,,,,,,,,,,,,,,
aws_aws-cdk_cross-region-stack-references,,,,,,,,,,,,,,,,,,,,,
aws_aws-cdk_index,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr000-template,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr001-add-adr-log,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr002-default-catalog-file-format,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr003-avoid-default-exports,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr004-module-export-structure,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr005-catalog-core-entities,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr006-avoid-react-fc,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr007-use-msw-to-mock-service-requests,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr008-default-catalog-file-name,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr009-entity-references,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr010-luxon-date-library,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr012-use-luxon-locale-and-date-presets,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr013-use-node-fetch,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr014-use-fetch,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_adr015-jsx-loader-structure,,,,,,,,,,,,,,,,,,,,,
backstage_backstage_index,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_blocks-storage-sharding,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_distributed-query-execution,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_parallel-compaction,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_parquet-storage,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_partition-ring-multi-az-replication,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_per-tenant-cardinality-api,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_receiving_metadata,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_ring-multikey,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_ruler-ha-new,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_ruler-ha,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_scalable-alertmanager,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_shuffle-sharding-and-zone-awareness,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_shuffle-sharding-on-the-read-path,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_tenant-deletion,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_user-overrides-api,,,,,,,,,,,,,,,,,,,,,
cortexproject_cortex_version-documentation,,,,,,,,,,,,,,,,,,,,,
grafana_grafana__index,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_breaking-changes-v10-0,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_breaking-changes-v10-3,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_breaking-changes-v11-0,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_set-up-grafana-monitoring,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v10-0,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v10-1,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v10-2,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v10-3,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v10-4,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v11-0,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v12-0,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v12-3,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v9-2,,,,,,,,,,,,,,,,,,,,,
grafana_grafana_whats-new-in-v9-5,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0002-implement-as-shell-scripts,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0003-single-command-with-subcommands,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0004-markdown-format,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0005-help-comments,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0006-packaging-and-distribution-in-other-version-control-repositories,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0007-invoke-adr-config-executable-to-get-configuration,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0008-use-iso-8601-format-for-dates,,,,,,,,,,,,,,,,,,,,,
npryce_adr-tools_0009-help-scripts,,,,,,,,,,,,,,,,,,,,,
openfga_openfga_architecture,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_chasm,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_effect-package,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_history-service,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_matching-service,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_nexus,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_retry,,,,,,,,,,,,,,,,,,,,,
temporalio_temporal_workflow-update,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20200924-use-markdown-architectural-decision-records,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20200925-multi-packages-architecture-in-a-monorepo-with-yarn-and-lerna,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20200925-use-prettier-eslint-airbnb-for-the-code-style,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20200926-use-the-adr-number-as-its-unique-id,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20201016-use-the-adr-slug-as-its-unique-id,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20201026-the-core-api-is-responsible-for-enhancing-the-adr-markdown-body-with-mdx,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20201103-use-lunr-for-search,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20210113-distribute-log4brains-as-a-global-npm-package,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20240926-transition-to-simplified-git-flow,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_20241217-switch-back-to-github-flow,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_index,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_README,,,,,,,,,,,,,,,,,,,,,
thomvaill_log4brains_template,,,,,,,,,,,,,,,,,,,,,
